"Product Name","Quantity","Sell Price","Date Sold","Product Category"
"Oriental Granite Computer","55","$255.23","01/11/2024","Steel"
"Awesome Bronze Shirt","66","$214.25","03/27/2023","Wooden"
"Licensed Concrete Ball","75","$268.46","11/24/2023","Bronze"
"Generic Wooden Hat","40","$671.72","05/29/2023","Cotton"
"Sleek Rubber Pants","35","$787.59","04/12/2023","Rubber"
"Intelligent Granite Table","69","$265.47","06/02/2023","Rubber"
"Licensed Bronze Computer","25","$838.32","03/07/2023","Soft"
"Tasty Frozen Table","84","$577.50","03/02/2024","Cotton"
"Handmade Steel Table","40","$111.24","03/18/2024","Fresh"
"Intelligent Granite Keyboard","89","$390.70","05/03/2023","Metal"
"Refined Granite Salad","86","$132.28","05/05/2023","Cotton"
"Luxurious Bronze Fish","13","$890.06","03/20/2023","Cotton"
"Handmade Soft Cheese","25","$556.64","02/18/2023","Bronze"
"Practical Soft Pizza","68","$23.55","02/28/2024","Steel"
"Oriental Cotton Ball","6","$822.92","10/07/2023","Frozen"
"Refined Metal Shoes","96","$868.77","04/02/2024","Cotton"
"Bespoke Rubber Mouse","5","$441.35","04/13/2023","Bronze"
"Handmade Rubber Keyboard","62","$892.44","04/04/2023","Steel"
"Gorgeous Cotton Keyboard","49","$875.75","12/30/2023","Steel"
"Unbranded Cotton Bacon","75","$772.45","02/22/2024","Granite"
"Handmade Bronze Shirt","92","$771.65","02/19/2023","Plastic"
"Fantastic Frozen Shirt","91","$444.18","03/05/2024","Wooden"
"Rustic Plastic Bike","28","$497.11","04/12/2023","Concrete"
"Ergonomic Fresh Ball","27","$781.50","12/14/2023","Metal"
"Fantastic Plastic Fish","38","$85.57","10/01/2023","Fresh"
"Handcrafted Steel Cheese","92","$724.02","12/31/2023","Bronze"
"Elegant Frozen Pants","77","$680.69","05/16/2023","Bronze"
"Luxurious Frozen Table","2","$490.60","10/04/2023","Fresh"
"Refined Soft Keyboard","25","$182.50","02/18/2024","Fresh"
"Handcrafted Granite Soap","96","$653.04","09/09/2023","Rubber"
"Licensed Wooden Bike","92","$885.18","01/20/2024","Granite"
"Electronic Granite Soap","28","$950.18","04/26/2023","Concrete"
"Bespoke Steel Soap","56","$778.83","04/05/2024","Cotton"
"Recycled Granite Keyboard","75","$227.25","07/26/2023","Metal"
"Ergonomic Wooden Shirt","59","$435.88","07/14/2023","Bronze"
"Ergonomic Wooden Car","99","$151.03","11/13/2023","Wooden"
"Tasty Granite Table","11","$6.66","12/25/2022","Cotton"
"Bespoke Plastic Chicken","2","$760.78","01/22/2024","Cotton"
"Modern Granite Cheese","11","$123.08","02/24/2023","Rubber"
"Modern Wooden Gloves","93","$110.62","03/04/2023","Rubber"
"Rustic Steel Chair","86","$396.54","07/08/2023","Steel"
"Fantastic Soft Chicken","11","$808.19","01/24/2023","Steel"
"Tasty Bronze Salad","13","$19.58","03/22/2023","Frozen"
"Licensed Rubber Fish","100","$502.69","12/22/2022","Soft"
"Unbranded Granite Car","52","$550.43","11/25/2023","Plastic"
"Ergonomic Bronze Mouse","58","$666.74","03/08/2023","Rubber"
"Incredible Wooden Mouse","69","$620.78","08/05/2023","Steel"
"Small Granite Soap","66","$996.82","03/24/2023","Bronze"
"Licensed Soft Sausages","26","$951.98","08/05/2023","Steel"
"Electronic Rubber Shoes","82","$685.57","03/19/2024","Granite"
"Intelligent Concrete Ball","16","$766.12","12/15/2022","Cotton"
"Small Frozen Chicken","17","$299.64","08/04/2023","Concrete"
"Awesome Frozen Pizza","35","$527.04","04/03/2024","Cotton"
"Electronic Wooden Ball","60","$166.81","04/14/2024","Plastic"
"Handmade Soft Table","14","$842.83","08/23/2023","Granite"
"Refined Plastic Shirt","45","$611.99","03/30/2024","Frozen"
"Small Plastic Table","95","$252.92","09/30/2023","Rubber"
"Electronic Soft Tuna","48","$950.66","01/21/2023","Plastic"
"Bespoke Frozen Salad","43","$988.02","05/07/2023","Granite"
"Elegant Cotton Tuna","92","$335.07","02/17/2023","Plastic"
"Elegant Metal Mouse","90","$982.25","12/18/2023","Concrete"
"Fantastic Plastic Car","48","$173.14","07/24/2023","Steel"
"Modern Cotton Computer","52","$17.54","07/08/2023","Concrete"
"Gorgeous Granite Bacon","87","$610.93","07/21/2023","Metal"
"Ergonomic Granite Salad","45","$335.62","05/09/2023","Concrete"
"Unbranded Wooden Chair","5","$174.43","08/18/2023","Plastic"
"Unbranded Cotton Shirt","72","$174.06","01/21/2023","Plastic"
"Luxurious Rubber Fish","52","$376.70","04/18/2024","Frozen"
"Ergonomic Concrete Shirt","78","$673.82","10/18/2023","Rubber"
"Incredible Steel Ball","48","$932.77","09/01/2023","Frozen"
"Bespoke Frozen Chips","4","$685.09","09/17/2023","Soft"
"Handcrafted Rubber Chair","45","$647.85","10/11/2023","Bronze"
"Handcrafted Frozen Car","78","$165.74","02/16/2023","Plastic"
"Incredible Rubber Shirt","30","$221.22","07/29/2023","Concrete"
"Fantastic Steel Bike","74","$228.45","11/28/2023","Frozen"
"Luxurious Soft Mouse","99","$433.52","12/30/2022","Bronze"
"Ergonomic Soft Ball","89","$14.49","08/04/2023","Bronze"
"Handmade Frozen Soap","80","$983.66","04/11/2024","Plastic"
"Unbranded Concrete Chair","34","$958.93","06/09/2023","Granite"
"Licensed Concrete Car","3","$877.60","02/13/2024","Bronze"
"Generic Frozen Cheese","5","$160.47","01/30/2024","Cotton"
"Intelligent Metal Hat","12","$609.41","11/05/2023","Bronze"
"Sleek Bronze Chair","11","$450.15","12/28/2023","Frozen"
"Oriental Cotton Shirt","17","$634.98","02/26/2023","Cotton"
"Fantastic Steel Fish","7","$113.51","04/07/2024","Steel"
"Incredible Fresh Ball","60","$286.32","02/04/2024","Concrete"
"Tasty Cotton Hat","27","$362.66","05/17/2023","Plastic"
"Incredible Soft Keyboard","99","$60.72","01/12/2023","Soft"
"Handcrafted Wooden Keyboard","73","$384.34","10/31/2023","Cotton"
"Practical Plastic Fish","29","$159.35","09/12/2023","Rubber"
"Small Concrete Fish","33","$893.73","10/13/2023","Metal"
"Recycled Frozen Pizza","58","$19.25","01/21/2024","Wooden"
"Modern Rubber Bacon","33","$321.87","03/29/2023","Bronze"
"Refined Metal Table","59","$37.24","05/28/2023","Metal"
"Unbranded Metal Chair","12","$987.17","10/18/2023","Cotton"
"Licensed Wooden Towels","52","$858.84","08/15/2023","Granite"
"Elegant Wooden Pizza","45","$600.07","10/20/2023","Metal"
"Rustic Soft Tuna","91","$659.14","01/28/2023","Rubber"
"Tasty Plastic Chair","66","$477.58","05/31/2023","Metal"
"Bespoke Granite Shirt","83","$85.02","06/10/2023","Concrete"
"Rustic Fresh Towels","100","$769.41","05/24/2023","Frozen"
"Bespoke Steel Shirt","36","$480.48","04/09/2023","Wooden"
"Sleek Plastic Tuna","94","$682.73","11/14/2023","Bronze"
"Licensed Cotton Computer","5","$450.20","03/23/2023","Bronze"
"Tasty Metal Pants","92","$158.45","12/14/2023","Granite"
"Electronic Soft Keyboard","93","$724.49","02/23/2024","Frozen"
"Bespoke Wooden Soap","32","$211.68","09/02/2023","Soft"
"Recycled Metal Car","79","$531.89","07/04/2023","Cotton"
"Gorgeous Fresh Chips","56","$382.95","09/28/2023","Cotton"
"Generic Concrete Ball","51","$892.45","11/08/2023","Steel"
"Refined Wooden Table","99","$881.17","05/24/2023","Soft"
"Incredible Soft Chair","16","$388.29","04/01/2023","Wooden"
"Generic Wooden Chicken","54","$616.32","12/26/2022","Granite"
"Refined Wooden Salad","21","$322.30","08/15/2023","Metal"
"Awesome Steel Chicken","75","$375.14","02/07/2024","Granite"
"Recycled Frozen Gloves","36","$683.99","04/20/2023","Frozen"
"Ergonomic Bronze Fish","23","$814.03","04/01/2024","Bronze"
"Licensed Soft Hat","15","$290.77","03/11/2023","Granite"
"Licensed Plastic Salad","27","$360.48","11/12/2023","Granite"
"Luxurious Concrete Shirt","56","$900.91","05/11/2023","Bronze"
"Sleek Bronze Pants","48","$172.55","02/12/2024","Fresh"
"Elegant Concrete Cheese","15","$687.82","12/17/2022","Rubber"
"Luxurious Steel Hat","28","$706.15","01/05/2023","Rubber"
"Oriental Steel Ball","69","$895.21","10/06/2023","Metal"
"Electronic Fresh Mouse","87","$771.07","06/01/2023","Granite"
"Awesome Bronze Computer","48","$964.62","04/19/2023","Plastic"
"Handmade Rubber Chicken","16","$375.85","04/11/2023","Wooden"
"Modern Steel Chips","97","$187.51","03/10/2023","Concrete"
"Handcrafted Metal Shoes","70","$520.28","06/24/2023","Wooden"
"Licensed Metal Gloves","89","$431.65","07/25/2023","Fresh"
"Electronic Soft Chicken","37","$508.86","10/28/2023","Fresh"
"Luxurious Fresh Computer","81","$762.17","05/27/2023","Bronze"
"Elegant Plastic Computer","52","$982.07","11/29/2023","Wooden"
"Ergonomic Fresh Mouse","16","$445.30","04/19/2024","Metal"
"Ergonomic Cotton Mouse","17","$115.15","02/14/2023","Cotton"
"Awesome Fresh Chips","94","$705.99","03/05/2023","Fresh"
"Incredible Fresh Chicken","89","$96.56","04/07/2023","Metal"
"Small Granite Chicken","90","$906.24","04/26/2023","Granite"
"Refined Metal Ball","47","$21.69","11/01/2023","Bronze"
"Tasty Rubber Chair","39","$100.27","01/27/2024","Plastic"
"Ergonomic Concrete Bike","40","$647.06","05/22/2023","Bronze"
"Oriental Frozen Shirt","66","$136.78","03/24/2023","Wooden"
"Small Soft Chair","21","$389.73","01/21/2024","Steel"
"Tasty Bronze Hat","31","$600.26","02/25/2024","Steel"
"Generic Steel Mouse","72","$734.72","03/18/2023","Concrete"
"Incredible Metal Salad","8","$662.70","05/29/2023","Rubber"
"Intelligent Bronze Shirt","63","$892.53","06/19/2023","Granite"
"Modern Fresh Chips","85","$232.50","03/12/2023","Bronze"
"Practical Fresh Bike","48","$840.51","07/10/2023","Steel"
"Oriental Rubber Bacon","89","$323.81","10/09/2023","Frozen"
"Rustic Metal Fish","36","$883.83","05/13/2023","Metal"
"Practical Cotton Keyboard","43","$120.83","11/06/2023","Bronze"
"Oriental Soft Soap","85","$164.76","11/08/2023","Fresh"
"Modern Frozen Table","16","$167.09","09/12/2023","Fresh"
"Oriental Soft Chair","99","$600.32","04/11/2024","Bronze"
"Elegant Frozen Car","29","$111.70","04/10/2023","Rubber"
"Luxurious Frozen Ball","26","$660.73","06/20/2023","Fresh"
"Handmade Frozen Shoes","64","$521.05","04/30/2024","Steel"
"Handcrafted Frozen Cheese","8","$249.37","12/18/2022","Metal"
"Incredible Soft Salad","71","$530.91","12/16/2022","Steel"
"Incredible Concrete Chicken","35","$202.24","01/30/2023","Fresh"
"Awesome Metal Tuna","49","$644.02","02/13/2024","Wooden"
"Handcrafted Fresh Pants","44","$293.87","06/26/2023","Soft"
"Gorgeous Soft Towels","56","$620.72","05/23/2023","Steel"
"Small Cotton Chips","83","$348.01","11/23/2023","Rubber"
"Practical Soft Shirt","69","$623.44","10/02/2023","Metal"
"Fantastic Fresh Bike","13","$409.11","01/30/2023","Concrete"
"Fantastic Granite Pants","20","$320.84","12/26/2022","Soft"
"Refined Metal Chair","25","$732.64","07/23/2023","Cotton"
"Sleek Granite Chair","4","$590.72","11/14/2023","Concrete"
"Gorgeous Cotton Pizza","12","$548.36","12/10/2023","Wooden"
"Fantastic Metal Shoes","3","$216.65","08/05/2023","Metal"
"Fantastic Bronze Soap","86","$144.02","01/31/2024","Wooden"
"Refined Concrete Tuna","20","$480.85","03/17/2023","Steel"
"Electronic Fresh Soap","66","$232.67","08/26/2023","Concrete"
"Fantastic Granite Soap","79","$431.72","11/22/2023","Wooden"
"Elegant Metal Cheese","66","$160.00","11/11/2023","Rubber"
"Elegant Wooden Salad","94","$897.06","03/11/2023","Plastic"
"Generic Wooden Table","39","$592.92","02/08/2024","Fresh"
"Awesome Metal Computer","65","$930.73","07/02/2023","Rubber"
"Bespoke Cotton Shirt","46","$859.97","02/15/2024","Frozen"
"Ergonomic Steel Computer","27","$34.71","03/31/2023","Steel"
"Unbranded Metal Towels","41","$960.09","12/16/2022","Soft"
"Luxurious Fresh Shoes","85","$931.23","07/27/2023","Steel"
"Intelligent Steel Shoes","75","$712.52","01/06/2024","Rubber"
"Small Concrete Ball","62","$469.64","08/19/2023","Rubber"
"Unbranded Rubber Chicken","49","$296.32","08/25/2023","Metal"
"Sleek Steel Shoes","17","$771.86","07/05/2023","Cotton"
"Ergonomic Fresh Bike","8","$580.82","08/06/2023","Fresh"
"Awesome Bronze Hat","12","$283.56","04/01/2023","Steel"
"Luxurious Granite Shirt","95","$445.59","06/18/2023","Bronze"
"Intelligent Concrete Soap","12","$153.75","02/26/2023","Concrete"
"Awesome Fresh Fish","9","$764.28","08/29/2023","Cotton"
"Rustic Soft Car","98","$572.69","02/21/2024","Wooden"
"Incredible Concrete Salad","87","$581.19","05/29/2023","Cotton"
"Generic Soft Computer","56","$491.46","04/21/2023","Steel"
"Modern Soft Soap","71","$830.69","11/27/2023","Rubber"
"Bespoke Plastic Chair","46","$28.61","09/21/2023","Rubber"
"Rustic Plastic Salad","19","$748.85","02/26/2024","Metal"
"Ergonomic Rubber Keyboard","6","$444.69","03/08/2024","Granite"
"Licensed Cotton Hat","44","$552.75","03/21/2024","Bronze"
"Practical Wooden Ball","9","$322.53","01/14/2023","Wooden"
"Fantastic Steel Soap","66","$638.67","04/13/2023","Fresh"
"Rustic Metal Table","10","$975.72","11/09/2023","Fresh"
"Handmade Metal Ball","63","$582.81","12/16/2022","Wooden"
"Electronic Plastic Mouse","59","$870.42","11/06/2023","Cotton"
"Electronic Wooden Car","24","$585.52","10/12/2023","Bronze"
"Fantastic Metal Car","36","$211.90","12/18/2023","Concrete"
"Incredible Wooden Car","4","$884.19","01/28/2023","Metal"
"Ergonomic Granite Bike","65","$966.24","04/26/2024","Metal"
"Electronic Rubber Table","60","$456.79","03/14/2024","Steel"
"Sleek Bronze Shoes","45","$562.13","03/29/2023","Bronze"
"Intelligent Plastic Hat","22","$640.10","02/24/2023","Soft"
"Modern Concrete Bacon","49","$864.93","01/15/2024","Plastic"
"Modern Rubber Table","69","$517.43","08/02/2023","Cotton"
"Elegant Soft Towels","51","$623.94","03/01/2023","Fresh"
"Modern Cotton Mouse","31","$240.39","12/30/2023","Frozen"
"Gorgeous Concrete Bacon","22","$185.87","02/12/2023","Metal"
"Recycled Fresh Shoes","95","$686.72","01/15/2023","Plastic"
"Electronic Soft Car","16","$7.71","06/21/2023","Cotton"
"Refined Frozen Sausages","39","$231.59","02/16/2024","Soft"
"Practical Bronze Bacon","49","$903.89","05/29/2023","Metal"
"Awesome Soft Gloves","20","$119.36","12/17/2022","Wooden"
"Sleek Concrete Chips","73","$415.09","12/25/2022","Plastic"
"Practical Frozen Cheese","56","$635.04","12/12/2023","Plastic"
"Awesome Soft Chair","39","$724.44","05/19/2023","Plastic"
"Awesome Cotton Hat","6","$5.60","06/12/2023","Steel"
"Recycled Rubber Chips","21","$966.82","05/31/2023","Plastic"
"Modern Steel Keyboard","13","$407.46","07/06/2023","Granite"
"Oriental Bronze Gloves","73","$145.90","03/14/2024","Rubber"
"Elegant Rubber Shirt","1","$974.80","07/23/2023","Fresh"
"Refined Granite Hat","99","$68.55","01/26/2023","Plastic"
"Modern Metal Computer","53","$635.84","01/16/2024","Fresh"
"Modern Bronze Car","4","$157.39","05/04/2023","Frozen"
"Rustic Granite Shoes","64","$135.42","02/14/2023","Metal"
"Fantastic Concrete Pizza","3","$967.22","12/12/2023","Fresh"
"Handcrafted Wooden Cheese","20","$346.74","07/02/2023","Granite"
"Modern Fresh Ball","21","$282.66","12/20/2022","Steel"
"Luxurious Fresh Bike","33","$545.23","07/27/2023","Rubber"
"Electronic Steel Bike","55","$900.53","04/03/2024","Soft"
"Fantastic Concrete Computer","12","$878.27","09/13/2023","Frozen"
"Awesome Cotton Fish","35","$59.03","12/28/2023","Soft"
"Sleek Metal Table","65","$121.16","11/15/2023","Concrete"
"Modern Concrete Chips","91","$346.45","02/04/2024","Plastic"
"Small Frozen Table","3","$17.16","06/05/2023","Rubber"
"Awesome Bronze Ball","38","$942.02","04/30/2023","Plastic"
"Small Soft Gloves","87","$756.39","12/29/2023","Wooden"
"Gorgeous Cotton Cheese","89","$471.01","04/23/2023","Bronze"
"Oriental Frozen Gloves","22","$788.44","02/07/2023","Metal"
"Generic Granite Ball","28","$341.24","12/27/2022","Granite"
"Sleek Frozen Bike","3","$184.65","08/05/2023","Plastic"
"Generic Rubber Chair","21","$975.81","02/21/2023","Concrete"
"Bespoke Wooden Tuna","58","$963.87","02/19/2024","Fresh"
"Practical Wooden Towels","96","$701.25","11/09/2023","Concrete"
"Refined Frozen Bacon","69","$982.46","05/03/2023","Metal"
"Practical Frozen Mouse","10","$438.84","04/16/2024","Plastic"
"Recycled Concrete Chair","39","$228.25","06/17/2023","Bronze"
"Elegant Frozen Pants","22","$845.62","08/11/2023","Metal"
"Electronic Plastic Towels","53","$255.59","04/09/2024","Frozen"
"Oriental Frozen Chicken","5","$350.02","12/17/2023","Bronze"
"Gorgeous Rubber Mouse","9","$296.15","04/19/2024","Bronze"
"Rustic Wooden Pizza","79","$525.43","08/25/2023","Frozen"
"Handcrafted Bronze Bacon","48","$544.83","10/24/2023","Frozen"
"Sleek Soft Table","40","$902.65","09/23/2023","Cotton"
"Sleek Metal Ball","2","$571.64","11/04/2023","Steel"
"Modern Concrete Chips","28","$771.12","01/07/2023","Metal"
"Gorgeous Steel Cheese","32","$476.95","01/07/2024","Steel"
"Oriental Wooden Shirt","50","$531.91","07/08/2023","Fresh"
"Unbranded Frozen Tuna","60","$259.05","12/31/2023","Fresh"
"Recycled Metal Keyboard","25","$121.63","03/22/2024","Soft"
"Refined Concrete Cheese","67","$685.83","11/28/2023","Metal"
"Handmade Cotton Chicken","69","$343.00","06/26/2023","Concrete"
"Licensed Bronze Chips","84","$852.05","06/09/2023","Metal"
"Oriental Frozen Ball","17","$897.44","09/11/2023","Soft"
"Electronic Cotton Table","49","$465.09","05/28/2023","Steel"
"Sleek Concrete Table","38","$514.83","02/17/2024","Soft"
"Small Frozen Mouse","90","$910.46","03/30/2023","Granite"
"Refined Concrete Chicken","53","$134.44","03/07/2024","Cotton"
"Electronic Metal Tuna","24","$309.35","04/30/2024","Frozen"
"Practical Wooden Towels","61","$753.98","08/14/2023","Fresh"
"Refined Plastic Pizza","57","$593.82","06/30/2023","Cotton"
"Modern Steel Chips","96","$187.08","04/25/2023","Plastic"
"Recycled Wooden Shoes","96","$487.91","03/31/2023","Frozen"
"Luxurious Rubber Car","92","$337.82","11/08/2023","Wooden"
"Elegant Metal Sausages","36","$194.05","06/15/2023","Wooden"
"Tasty Concrete Computer","72","$847.42","12/23/2023","Metal"
"Elegant Frozen Pizza","44","$825.62","10/15/2023","Granite"
"Small Cotton Gloves","22","$759.03","07/26/2023","Soft"
"Small Plastic Chips","69","$360.72","05/06/2023","Steel"
"Luxurious Rubber Cheese","53","$668.83","02/22/2023","Soft"
"Sleek Concrete Table","88","$735.86","06/18/2023","Soft"
"Small Metal Fish","15","$966.42","08/04/2023","Fresh"
"Fantastic Wooden Hat","53","$126.47","03/18/2024","Fresh"
"Sleek Wooden Mouse","69","$100.27","12/21/2022","Cotton"
"Practical Granite Mouse","69","$286.10","11/23/2023","Frozen"
"Bespoke Concrete Hat","35","$383.99","04/15/2024","Metal"
"Practical Granite Sausages","8","$470.90","02/09/2024","Plastic"
"Oriental Granite Towels","43","$246.18","07/09/2023","Cotton"
"Bespoke Steel Pants","99","$514.31","03/08/2024","Bronze"
"Electronic Concrete Pants","22","$784.01","04/15/2023","Rubber"
"Recycled Fresh Computer","12","$22.87","08/12/2023","Rubber"
"Gorgeous Wooden Mouse","5","$616.01","09/06/2023","Bronze"
"Recycled Fresh Keyboard","8","$629.17","09/18/2023","Granite"
"Small Steel Chips","76","$464.33","02/05/2024","Bronze"
"Gorgeous Rubber Ball","20","$149.34","07/05/2023","Steel"
"Refined Bronze Cheese","93","$25.52","01/14/2023","Steel"
"Generic Soft Table","61","$814.94","03/20/2024","Frozen"
"Handmade Bronze Soap","84","$89.48","12/24/2023","Fresh"
"Ergonomic Cotton Bike","10","$663.05","07/16/2023","Soft"
"Bespoke Fresh Chicken","23","$114.60","06/02/2023","Rubber"
"Luxurious Concrete Soap","19","$957.47","12/20/2023","Granite"
"Fantastic Frozen Bike","75","$631.10","04/09/2023","Metal"
"Electronic Steel Bike","69","$28.88","03/08/2024","Concrete"
"Sleek Concrete Pizza","92","$725.49","03/10/2023","Metal"
"Small Rubber Bike","83","$502.86","11/07/2023","Soft"
"Rustic Bronze Shirt","49","$338.85","06/25/2023","Fresh"
"Tasty Cotton Table","90","$904.26","02/29/2024","Fresh"
"Electronic Cotton Towels","10","$845.45","10/26/2023","Frozen"
"Fantastic Soft Soap","28","$582.53","06/01/2023","Plastic"
"Electronic Concrete Hat","58","$905.45","02/08/2024","Soft"
"Intelligent Granite Cheese","17","$532.15","04/27/2024","Granite"
"Small Rubber Gloves","22","$170.18","09/13/2023","Bronze"
"Incredible Metal Bacon","39","$332.95","03/04/2024","Metal"
"Rustic Steel Bacon","87","$677.11","12/12/2023","Frozen"
"Rustic Cotton Bacon","79","$961.56","08/05/2023","Concrete"
"Electronic Fresh Shirt","73","$26.21","03/13/2023","Cotton"
"Handmade Wooden Pizza","85","$731.05","04/27/2024","Cotton"
"Luxurious Wooden Gloves","98","$707.42","06/07/2023","Steel"
"Sleek Soft Chair","83","$670.43","04/05/2023","Granite"
"Rustic Rubber Bike","6","$258.19","08/09/2023","Granite"
"Intelligent Soft Shirt","89","$324.63","08/01/2023","Cotton"
"Tasty Soft Pants","61","$51.43","07/16/2023","Concrete"
"Fantastic Granite Keyboard","41","$383.21","05/17/2023","Granite"
"Licensed Frozen Bike","40","$637.44","01/30/2023","Cotton"
"Gorgeous Bronze Keyboard","98","$226.91","12/14/2023","Steel"
"Oriental Steel Bacon","57","$555.26","01/24/2024","Metal"
"Fantastic Bronze Salad","90","$361.42","09/10/2023","Bronze"
"Fantastic Bronze Bacon","58","$597.67","08/27/2023","Plastic"
"Awesome Bronze Table","7","$425.06","07/30/2023","Frozen"
"Sleek Metal Soap","72","$817.31","03/10/2023","Steel"
"Luxurious Rubber Bike","26","$198.75","05/09/2023","Metal"
"Intelligent Plastic Table","65","$692.47","03/14/2023","Soft"
"Handcrafted Fresh Mouse","79","$793.66","02/06/2024","Concrete"
"Oriental Rubber Mouse","23","$708.64","01/05/2024","Plastic"
"Intelligent Granite Chips","54","$859.95","06/08/2023","Steel"
"Rustic Soft Shirt","98","$965.54","02/25/2023","Concrete"
"Gorgeous Fresh Mouse","30","$935.58","03/21/2024","Concrete"
"Tasty Concrete Shirt","82","$671.51","04/29/2024","Granite"
"Practical Rubber Bike","62","$238.36","11/24/2023","Fresh"
"Tasty Concrete Keyboard","26","$622.00","02/28/2024","Metal"
"Fantastic Steel Soap","85","$247.19","05/11/2023","Soft"
"Recycled Soft Gloves","81","$812.54","10/30/2023","Fresh"
"Intelligent Frozen Bike","47","$657.06","11/15/2023","Wooden"
"Practical Bronze Fish","49","$222.31","01/03/2023","Metal"
"Practical Bronze Car","48","$512.72","02/24/2024","Frozen"
"Fantastic Wooden Pants","11","$506.35","01/27/2024","Concrete"
"Gorgeous Bronze Ball","92","$691.72","06/14/2023","Frozen"
"Luxurious Concrete Bacon","9","$887.46","07/14/2023","Frozen"
"Generic Steel Sausages","78","$206.72","01/19/2023","Rubber"
"Licensed Steel Hat","24","$750.95","07/04/2023","Steel"
"Practical Frozen Soap","12","$856.67","12/05/2023","Granite"
"Intelligent Frozen Cheese","69","$579.57","10/31/2023","Fresh"
"Luxurious Rubber Bacon","58","$783.25","04/01/2023","Concrete"
"Refined Soft Sausages","12","$984.41","08/29/2023","Frozen"
"Small Soft Shirt","79","$209.02","10/22/2023","Frozen"
"Elegant Plastic Table","93","$778.91","05/02/2023","Plastic"
"Handmade Frozen Mouse","37","$346.54","05/03/2023","Metal"
"Electronic Steel Chips","98","$77.12","02/20/2023","Frozen"
"Bespoke Wooden Hat","24","$326.24","04/29/2024","Fresh"
"Generic Concrete Shirt","98","$297.31","04/19/2024","Steel"
"Fantastic Cotton Towels","17","$889.75","04/13/2024","Cotton"
"Oriental Fresh Chair","40","$563.10","07/04/2023","Fresh"
"Small Wooden Salad","59","$620.39","08/28/2023","Concrete"
"Handcrafted Metal Chair","13","$300.24","09/25/2023","Rubber"
"Generic Cotton Car","17","$562.06","05/26/2023","Bronze"
"Generic Frozen Chair","94","$578.34","03/16/2024","Frozen"
"Sleek Soft Mouse","45","$221.53","01/19/2023","Frozen"
"Electronic Bronze Car","28","$688.97","05/04/2023","Fresh"
"Sleek Fresh Shirt","77","$143.83","11/27/2023","Soft"
"Incredible Plastic Keyboard","25","$976.06","07/28/2023","Fresh"
"Gorgeous Rubber Pants","52","$982.90","07/22/2023","Metal"
"Handmade Steel Car","87","$665.71","03/15/2024","Soft"
"Fantastic Steel Fish","21","$161.82","05/09/2023","Metal"
"Oriental Soft Salad","17","$528.71","03/05/2024","Frozen"
"Incredible Rubber Computer","39","$776.30","04/25/2024","Fresh"
"Elegant Cotton Shoes","89","$389.53","12/18/2023","Fresh"
"Oriental Frozen Pants","66","$175.54","04/17/2023","Cotton"
"Handmade Frozen Table","14","$835.29","12/27/2023","Metal"
"Rustic Cotton Salad","69","$383.32","04/30/2024","Frozen"
"Recycled Wooden Salad","55","$239.99","01/26/2023","Steel"
"Ergonomic Steel Salad","13","$346.18","10/09/2023","Metal"
"Awesome Wooden Keyboard","81","$832.15","01/22/2024","Rubber"
"Gorgeous Concrete Shirt","7","$602.73","11/02/2023","Concrete"
"Intelligent Steel Tuna","30","$978.86","05/12/2023","Plastic"
"Fantastic Rubber Soap","33","$900.34","01/29/2024","Cotton"
"Refined Steel Bike","4","$313.65","12/31/2022","Rubber"
"Elegant Frozen Pizza","81","$585.79","01/28/2024","Concrete"
"Bespoke Soft Hat","96","$483.51","05/30/2023","Metal"
"Fantastic Plastic Bike","87","$535.21","04/10/2023","Frozen"
"Intelligent Soft Hat","71","$836.36","03/27/2024","Steel"
"Incredible Soft Computer","63","$625.30","07/01/2023","Soft"
"Modern Soft Gloves","44","$998.91","09/07/2023","Fresh"
"Handcrafted Metal Pants","39","$710.13","04/19/2023","Granite"
"Sleek Concrete Towels","29","$686.49","09/28/2023","Frozen"
"Ergonomic Cotton Towels","74","$787.61","10/11/2023","Steel"
"Generic Steel Tuna","41","$488.29","12/23/2023","Cotton"
"Bespoke Soft Table","96","$204.83","12/02/2023","Steel"
"Recycled Fresh Car","45","$693.23","03/26/2023","Steel"
"Intelligent Metal Towels","56","$537.17","07/15/2023","Cotton"
"Luxurious Frozen Sausages","16","$485.40","02/04/2023","Granite"
"Incredible Fresh Keyboard","77","$846.22","12/31/2023","Granite"
"Small Bronze Bacon","9","$262.31","02/28/2023","Frozen"
"Rustic Plastic Tuna","42","$357.98","05/25/2023","Fresh"
"Fantastic Frozen Shoes","64","$242.60","04/30/2023","Fresh"
"Gorgeous Rubber Shoes","67","$175.91","02/01/2023","Fresh"
"Generic Concrete Towels","13","$144.88","02/14/2023","Concrete"
"Awesome Plastic Keyboard","22","$644.56","10/18/2023","Plastic"
"Awesome Granite Chicken","7","$901.33","02/15/2023","Fresh"
"Intelligent Metal Ball","81","$668.80","01/05/2024","Cotton"
"Ergonomic Steel Salad","72","$141.04","02/11/2023","Rubber"
"Rustic Frozen Pizza","2","$733.81","06/26/2023","Wooden"
"Elegant Soft Chips","88","$362.62","11/12/2023","Steel"
"Bespoke Fresh Tuna","65","$290.27","11/09/2023","Metal"
"Intelligent Cotton Shoes","13","$510.15","02/08/2023","Plastic"
"Awesome Wooden Bacon","99","$983.99","01/31/2023","Steel"
